6.77999e+06 7672.4
6.77998e+06 15344.8
6.77995e+06 23017.1
6.77992e+06 30689.5
6.77988e+06 38361.7
6.77983e+06 46033.9
6.77977e+06 53706.1
6.7797e+06 61378.2
6.77962e+06 69050.2
6.77954e+06 76722.1
6.77944e+06 84393.8
6.77934e+06 92065.5
6.77923e+06 99737.1
6.77911e+06 107408
6.77898e+06 115080
6.77884e+06 122751
6.7787e+06 130422
6.77854e+06 138093
6.77838e+06 145763
6.77821e+06 153434
6.77802e+06 161104
6.77784e+06 168774
6.77764e+06 176444
6.77743e+06 184113
6.77721e+06 191782
6.77699e+06 199451
6.77676e+06 207120
6.77652e+06 214789
6.77627e+06 222457
6.77601e+06 230125
6.77574e+06 237793
6.77546e+06 245460
6.77518e+06 253127
6.77488e+06 260794
6.77458e+06 268460
6.77427e+06 276126
6.77395e+06 283791
6.77362e+06 291457
6.77329e+06 299122
6.77294e+06 306786
6.77259e+06 314450
6.77222e+06 322114
6.77185e+06 329777
6.77147e+06 337440
6.77108e+06 345102
6.77068e+06 352764
6.77028e+06 360426
6.76986e+06 368087
6.76944e+06 375747
6.76901e+06 383407
6.76856e+06 391067
6.76811e+06 398726
6.76766e+06 406384
6.76719e+06 414042
6.76671e+06 421700
6.76623e+06 429357
6.76574e+06 437013
6.76523e+06 444669
6.76472e+06 452324
6.7642e+06 459979
6.76368e+06 467633
6.76314e+06 475286
6.76259e+06 482939
6.76204e+06 490591
6.76148e+06 498243
6.76091e+06 505894
6.76033e+06 513544
6.75974e+06 521193
6.75914e+06 528842
6.75854e+06 536491
6.75792e+06 544138
6.7573e+06 551785
6.75667e+06 559431
6.75603e+06 567076
6.75538e+06 574721
6.75472e+06 582365
6.75405e+06 590008
6.75338e+06 597651
6.7527e+06 605292
6.752e+06 612933
6.7513e+06 620573
6.75059e+06 628212
6.74988e+06 635851
6.74915e+06 643489
6.74841e+06 651125
6.74767e+06 658761
6.74692e+06 666396
6.74616e+06 674031
6.74539e+06 681664
6.74461e+06 689297
6.74382e+06 696928
6.74302e+06 704559
6.74222e+06 712189
6.74141e+06 719818
6.74058e+06 727445
6.73975e+06 735072
6.73891e+06 742699
6.73807e+06 750324
6.73721e+06 757948
6.73635e+06 765571
6.73547e+06 773193
6.73459e+06 780814
6.7337e+06 788434
6.7328e+06 796054
6.73189e+06 803672
6.73097e+06 811289
6.73005e+06 818905
6.72912e+06 826520
6.72817e+06 834134
6.72722e+06 841747
6.72626e+06 849358
6.72529e+06 856969
6.72432e+06 864579
6.72333e+06 872187
6.72234e+06 879795
6.72133e+06 887401
6.72032e+06 895006
6.7193e+06 902610
6.71827e+06 910212
6.71724e+06 917814
6.71619e+06 925414
6.71514e+06 933014
6.71407e+06 940612
6.713e+06 948208
6.71192e+06 955804
6.71083e+06 963398
6.70973e+06 970991
6.70863e+06 978583
6.70751e+06 986174
6.70639e+06 993763
6.70526e+06 1.00135e+06
6.70412e+06 1.00894e+06
6.70297e+06 1.01652e+06
6.70181e+06 1.02411e+06
6.70065e+06 1.03169e+06
6.69947e+06 1.03927e+06
6.69829e+06 1.04685e+06
6.6971e+06 1.05443e+06
6.6959e+06 1.06201e+06
6.69469e+06 1.06958e+06
6.69347e+06 1.07716e+06
6.69224e+06 1.08473e+06
6.69101e+06 1.0923e+06
6.68976e+06 1.09987e+06
6.68851e+06 1.10744e+06
6.68725e+06 1.11501e+06
6.68598e+06 1.12258e+06
6.68471e+06 1.13014e+06
6.68342e+06 1.13771e+06
6.68212e+06 1.14527e+06
6.68082e+06 1.15283e+06
6.67951e+06 1.16039e+06
6.67819e+06 1.16794e+06
6.67686e+06 1.1755e+06
6.67552e+06 1.18305e+06
6.67418e+06 1.19061e+06
6.67282e+06 1.19816e+06
6.67146e+06 1.20571e+06
6.67009e+06 1.21326e+06
6.66871e+06 1.2208e+06
6.66732e+06 1.22835e+06
6.66592e+06 1.23589e+06
6.66452e+06 1.24343e+06
6.6631e+06 1.25098e+06
6.66168e+06 1.25851e+06
6.66025e+06 1.26605e+06
6.65881e+06 1.27359e+06
6.65736e+06 1.28112e+06
6.6559e+06 1.28865e+06
6.65444e+06 1.29618e+06
6.65296e+06 1.30371e+06
6.65148e+06 1.31124e+06
6.64999e+06 1.31876e+06
6.64849e+06 1.32629e+06
6.64698e+06 1.33381e+06
6.64546e+06 1.34133e+06
6.64394e+06 1.34885e+06
6.6424e+06 1.35637e+06
6.64086e+06 1.36388e+06
6.63931e+06 1.3714e+06
6.63775e+06 1.37891e+06
6.63619e+06 1.38642e+06
6.63461e+06 1.39393e+06
6.63302e+06 1.40143e+06
6.63143e+06 1.40894e+06
6.62983e+06 1.41644e+06
6.62822e+06 1.42394e+06
6.6266e+06 1.43144e+06
6.62497e+06 1.43894e+06
6.62334e+06 1.44643e+06
6.62169e+06 1.45393e+06
6.62004e+06 1.46142e+06
6.61838e+06 1.46891e+06
6.61671e+06 1.47639e+06
6.61503e+06 1.48388e+06
6.61335e+06 1.49137e+06
6.61165e+06 1.49885e+06
6.60995e+06 1.50633e+06
6.60824e+06 1.51381e+06
6.60652e+06 1.52128e+06
6.60479e+06 1.52876e+06
6.60305e+06 1.53623e+06
6.6013e+06 1.5437e+06
6.59955e+06 1.55117e+06
6.59779e+06 1.55863e+06
6.59602e+06 1.5661e+06
6.59424e+06 1.57356e+06
6.59245e+06 1.58102e+06
6.59065e+06 1.58848e+06
6.58885e+06 1.59594e+06
6.58703e+06 1.60339e+06
6.58521e+06 1.61084e+06
6.58338e+06 1.61829e+06
6.58154e+06 1.62574e+06
6.5797e+06 1.63319e+06
6.57784e+06 1.64063e+06
6.57598e+06 1.64807e+06
6.57411e+06 1.65551e+06
6.57222e+06 1.66295e+06
6.57034e+06 1.67039e+06
6.56844e+06 1.67782e+06
6.56653e+06 1.68525e+06
6.56462e+06 1.69268e+06
6.56269e+06 1.70011e+06
6.56076e+06 1.70753e+06
6.55882e+06 1.71495e+06
6.55688e+06 1.72237e+06
6.55492e+06 1.72979e+06
6.55295e+06 1.73721e+06
6.55098e+06 1.74462e+06
6.549e+06 1.75203e+06
6.54701e+06 1.75944e+06
6.54501e+06 1.76685e+06
6.54301e+06 1.77425e+06
6.54099e+06 1.78166e+06
6.53897e+06 1.78906e+06
6.53693e+06 1.79645e+06
6.53489e+06 1.80385e+06
6.53285e+06 1.81124e+06
6.53079e+06 1.81863e+06
6.52872e+06 1.82602e+06
6.52665e+06 1.83341e+06
6.52457e+06 1.84079e+06
6.52248e+06 1.84817e+06
6.52038e+06 1.85555e+06
6.51827e+06 1.86293e+06
6.51616e+06 1.8703e+06
6.51403e+06 1.87767e+06
6.5119e+06 1.88504e+06
6.50976e+06 1.89241e+06
6.50761e+06 1.89978e+06
6.50545e+06 1.90714e+06
6.50329e+06 1.9145e+06
6.50112e+06 1.92185e+06
6.49893e+06 1.92921e+06
6.49674e+06 1.93656e+06
6.49454e+06 1.94391e+06
6.49234e+06 1.95126e+06
6.49012e+06 1.9586e+06
6.4879e+06 1.96594e+06
6.48567e+06 1.97328e+06
6.48343e+06 1.98062e+06
6.48118e+06 1.98796e+06
6.47892e+06 1.99529e+06
6.47665e+06 2.00262e+06
6.47438e+06 2.00994e+06
6.4721e+06 2.01727e+06
6.46981e+06 2.02459e+06
6.46751e+06 2.03191e+06
6.4652e+06 2.03923e+06
6.46289e+06 2.04654e+06
6.46057e+06 2.05385e+06
6.45823e+06 2.06116e+06
6.45589e+06 2.06847e+06
6.45355e+06 2.07577e+06
6.45119e+06 2.08307e+06
6.44883e+06 2.09037e+06
6.44645e+06 2.09766e+06
6.44407e+06 2.10496e+06
6.44168e+06 2.11225e+06
6.43928e+06 2.11953e+06
6.43688e+06 2.12682e+06
6.43446e+06 2.1341e+06
6.43204e+06 2.14138e+06
6.42961e+06 2.14866e+06
6.42717e+06 2.15593e+06
6.42473e+06 2.1632e+06
6.42227e+06 2.17047e+06
